Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,Hoop Size,"Height 3/8"" x Length",Diameter,Earring,Drop Length,Earring Size,Stud Size,Top Diameter,Diamater,Gemstones, Length,Earring size,Information,"75"" Pearl Size","5"" Pearl Size", Widest Part, Stone included,"25"" Diameter",Earring Diameter,Earring Length,Pearl Size, Lapis Size, Drop Length, Onyx Size,Flower Diameter,Height,Screw Backs. Earring Diameter,Jewelry_Type,Sex,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Top Length,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Band Width,Band Thickness,Starfish Size,Snake Length, Height,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Top Length Appx,Height , Contains,Bracelet Length,Adjustable Length,"7"" Length. Pearl Sizes","7"" Length. Pearl Size",Bolo Chain Max Length,Adjustable String,Bracelet Width,"75"" Thickness",Adjustable Chain,Thickness,Adjustable Bolo Chain. Anchor Length,"5""  Width",Hinged Closure. Width,Size 7. Hinged Closure. Top Width,Hinged Closure. Top Width,Adjustable length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter","17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length, Pendant Length,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length","18"" Necklace. Bar Length","18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size", Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone"
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Pendant, 2.94 TCW",1295.0,1850.0,14K Gold,Rose,"Cushion Garnet 2.79, Round Diamond 0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Pendant, 0.86 TCW",2415.0,3450.0,14K Gold,White,Round Diamond 0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K White Gold Multi Sapphire & Diamond Pendant, 3.96 TCW",2625.0,3750.0,14K Gold,White,"Multi Shape Multi Sapphire 3.61, Round Diamond 0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Filigree Pendant, 1.62 TCW",3356.5,4795.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy Seaside 14K White Gold Sapphire and Diamond Whale's Tail Pendant,1715.0,2450.0,14K Gold,White,"Round Blue Sapphire 0.63, Round Diamond 0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Trillion Tanzanite and Diamond Pendant, 1.71 TCW",2765.0,3950.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Anchor Pendant, 0.15 TCW",695.0,,14K Gold,White,Round Diamond 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Vertical Pendant, 0.14 TCW",945.0,1350.0,14K Gold,White,Round Diamond 0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Yellow and White Gold Diamond Necklace, 1.37 TCW",7696.5,10995.0,14K Gold,Yellow and White,"Round Diamond 1.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Necklace, 1.46 TCW",4406.5,6295.0,14K Gold,White,"Round Diamond 1.46,17"" Length with 1.5"" Drop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Pendant, 0.27 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.27,17"" Adjustable Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond V-Shape Necklace, 0.28 TCW",1295.0,1850.0,14K Gold,White,Round Diamond 0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ocean Bleu 14K White Gold Blue Topaz and Diamond Pendant, 3.86 TCW",2650.0,5300.0,14K Gold,White,"Oval Blue Topaz 2.85, Round Diamond 1.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Multi Gemstone Pendant, 3.85 TCW",626.5,895.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Multi Color 3.85,,,,,,,,,,,,,,"18"" Chain Included",,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic 14K Yellow Gold Blue Topaz, Amethyst, Citrine & Diamond Pendant",2555.0,3650.0,14K Gold,Yellow,"Multi Shape Multi Color 10.85, Round Diamond 0.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Sapphire Splash Cross Pendant, 0.95 TCW",332.5,475.0,Sterling Silver,N/A,Round Blue Sapphire 0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Black and White Diamond Pendant, 0.48 TCW",1676.5,2395.0,14K Gold,Yellow,Round Diamond 0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Cross Pendant, 1.48 TCW",1956.5,2795.0,14K Gold,White,"Round Emerald 1.21, Round Diamond 0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Necklace, 1.68 TCW",9586.5,13695.0,14K Gold,Yellow,"Round Diamond 1.68,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Pendant, 2.43 TCW",5750.0,11500.0,14K Gold,Rose,"Round Diamond 2.41, Round Emerald 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Pendant, 0.47 TCW",1396.5,1995.0,14K Gold,White,Round Diamond 0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 9.60 TCW",1575.0,2250.0,14K Gold,Yellow,"Pear Onyx 9.31, Round Diamond 0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Black and White Diamond Pendant, 2.13 TCW",4375.0,8750.0,14K Gold,Rose,"Round Diamond 2.11, Round Emerald 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Pendant, 0.58 TCW",1816.5,2595.0,14K Gold,White,"Baguette Diamond 0.45, Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 1.43 TCW",2096.5,2995.0,14K Gold,Yellow,"Multi Shape Emerald 1.16, Round Diamond 0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aquarius 14K White Gold Aquamarine and Diamond Pendant, 0.78 TCW",735.0,1050.0,14K Gold,White,"Round Aquamarine 0.71, Round Diamond 0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Pendant, 0.45 TCW",1676.5,2395.0,14K Gold,White,Round Diamond 0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Diamond Pendant, 0.73 TCW",3647.5,7295.0,14K Gold,Yellow,Round Diamond 0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Pendant, 2.97 TCW",3846.5,5495.0,14K Gold,White,"Oval Tanzanite 2.85, Round Diamond 0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Pendant, 0.45 TCW",1676.5,2395.0,14K Gold,Rose,Round Diamond 0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, 0.48 TCW",1676.5,2395.0,14K Gold,Rose,Round Diamond 0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Pendant, 2.58 TCW",1396.5,1995.0,14K Gold,Rose,"Emerald Cut Morganite 2.55, Round Diamond 0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Rose Gold Diamond and Tsavorite Snake Pendant, 1.41 TCW",4196.5,5995.0,14K Gold,Rose,"Round Diamond 1.37, Round Tsavorite 0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy Seaside 14K White Gold Blue Sapphire & Diamond Starfish Pendant,1886.5,2695.0,14K Gold,White,"Round Blue Sapphire 1.45, Round Diamond 0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yellow Gold Green Amethyst & Diamond Pendant, 6.74 TCW",1396.5,1995.0,14K Gold,Yellow,"Marquise Green Amethyst 6.6, Round Diamond 0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Yellow Gold Diamond Pendant, 0.10 TCW",735.0,1050.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Watercolors Multi Sapphire & Diamond Pendant, 5.11 TCW",3496.5,4995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 4.57, Round Diamond 0.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Emerald, Cognac & White Diamond Pendant",2726.5,3895.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Cross Necklace, .09 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Yellow Gold Ruby and Diamond Pendant, 4.88 TCW",3325.0,4750.0,14K Gold,Yellow,"Marquise Ruby 4.41, Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, .40 TCW",1396.5,1995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Heart Pendant, 0.10 TCW",766.5,1095.0,14K Gold,White,"Round Diamond 0.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Panther Pendant, 1.75 TCW",5915.0,8450.0,14K Gold,Rose,"Round Diamond 1.7, Round Emerald 0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Filigree Pendant, 0.70 TCW",2726.5,3895.0,14K Gold,White,Round Diamond 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Diamond Anchor Pendant, 0.09 TCW",495.0,795.0,14K Gold,White,Round Diamond 0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K Two-Tone Gold Yellow and White Diamond Pendant, 1.33 TCW",4056.5,5795.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.91, Round Diamond 0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14K Yellow Gold Citrine and Diamond Pendant, 8.29 TCW",1437.5,2875.0,14K Gold,Yellow,"Oval Citrine 8.17, Round Diamond 0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Pendant, 0.79 TCW",2726.5,3895.0,14K Gold,Rose,"Round Diamond, Round Black Diamond , Round Emerald 0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14K Yellow Gold 18"" Cultured Pearl Necklace",626.5,895.0,14K Gold,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac & White Diamond Pendant, 1.27 TCW",3325.0,4750.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Disc Pendant, 0.28 TCW",1046.5,1495.0,14K Gold,Rose,Round Diamond 0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, .89 TCW",2796.5,3995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
