Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter",Adjustable Length,"17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length,Information, Pendant Length,Gemstones,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",Adjustable Chain,""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length", Length,"18"" Necklace. Bar Length",Bracelet Length,"18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size",Pearl Size, Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone",Jewelry_Type,Sex
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 3.19 TCW",1085.0,1550.0,14K Gold,Yellow,"Multi Shape Onyx 3.11, Round Diamond 0.08",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K White and Rose Gold Diamond Jerusalem of Gold Heart Pendant,1505.0,2150.0,14K Gold,Rose and White,Round Diamond 0.37,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Tri-Color Gold Emerald, Yellow & White Diamond Pendant, 1.21 TCW",2125.0,4250.0,14K Gold,Three Tone,"Cushion Emerald 0.86, Round Diamond 0.35",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Pendant, 2.14 TCW",2065.0,2950.0,14K Gold,White,"Marquise Blue Sapphire 1.86, Round Diamond 0.28",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold Black and White Diamond Flower Pendant, 1.99 TCW",4247.5,8495.0,14K Gold,White,"Black Diamond, Round Diamond 1.99,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Diamond Gradient Necklace, 2.22 TCW",9997.5,19995.0,14K Gold,White,Round Diamond 2.22,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Pendant, 1.46 TCW",1256.5,1795.0,14K Gold,Rose,"Pear Garnet 1.23, Round Diamond 0.23",,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 12.86 TCW",11406.5,16295.0,14K Gold,Yellow,"Marquise Multi Sapphire 11.4, Round Diamond 1.46","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Amethyst Bezel Set Station Necklace, 1.00 TCW",1256.5,1795.0,14K Gold,Rose,"Round Amethyst 1,14"" - 16"" Adjustable Chain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Sapphire & Diamond Starfish Pendant, 1.19 TCW",1536.5,2195.0,14K Gold,Yellow,"Round Multi Sapphire 1.1, Round Diamond 0.09",,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K Yellow Gold Diamond Pave Heart Pendant, 0.10 TCW",906.5,1295.0,14K Gold,Yellow,Round Diamond 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Blue Diamond Pendant, 0.21 TCW",486.5,695.0,Sterling Silver,N/A,Round Blue Diamond 0.21,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Diamond & Tsavorite Lion Head Pendant, 0.66 TCW",,,14K Gold,Yellow,"Round Diamond 0.64, Round Tsavorite 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Cross Pendant, 0.61 TCW",2796.5,3995.0,14K Gold,White,Multi Shape Diamond 0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Diamond Pendant, 0.21 TCW",556.5,795.0,Sterling Silver,N/A,Round Diamond 0.21,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K White Gold Diamond Pave Heart Pendant, 0.14 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.14,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.22 TCW",1536.5,2195.0,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 18K White Gold Tanzanite & Diamond Pendant, 12.35 TCW",30096.5,42995.0,18K Gold,White,"Cushion Tanzanite 10.97, Multi Shape Diamond 1.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.66 TCW",2446.5,3495.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.14",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Blue and White Diamond Starfish Pendant, 1.64 TCW",4546.5,6495.0,14K Gold,White,Round Diamond 1.64,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K Two Tone Gold Sapphire and Diamond Pendant, 0.38 TCW",1085.0,1550.0,14K Gold,Yellow and White,"Pear Blue Sapphire 0.48, Round Diamond 0.2",,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond Infinity Necklace, 0.08 TCW",906.5,1295.0,14K Gold,White,Round Diamond 0.08,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Station Necklace, 0.23 TCW",1676.5,2395.0,14K Gold,Yellow,Multi Shape Diamond 0.23,,,,,,,"16""-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Pink Sapphire Drop Pendant, 3.94 TCW",766.5,1095.0,Sterling Silver,N/A,Round Pink Sapphire 3.94,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Pink Sapphire Circle Pendant, 3.09 TCW",595.0,850.0,Sterling Silver,N/A,Round Pink Sapphire 3.09,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Pink Sapphire Anchor Pendant, 1.30 TCW",385.0,550.0,Sterling Silver,N/A,Round Pink Sapphire 1.3,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Multi Color Sapphire Anchor Pendant, 1.40 TCW",385.0,550.0,Sterling Silver,N/A,Round Multi Color 1.4,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Splash Sterling Silver Multi Color Sapphire Drop Pendant, 3.50 TCW",665.0,950.0,Sterling Silver,N/A,Round Multi Color 3.5,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Flower Pendant, 1.43 TCW",1855.0,2650.0,14K Gold,Yellow,"Oval Ruby 1.19, Round Diamond 0.24",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K Rose Gold Ruby, Pink Sapphire & Diamond  Butterfly Necklace, 1.57 TCW",1326.5,1895.0,14K Gold,Rose,"Multi Shape Multi Color 1.5, Round Diamond 0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Necklace, 2.46 TCW",1855.0,2650.0,14K Gold,Rose,"Emerald Cut Morganite 2.2, Round Diamond 0.26",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Espresso and White Diamond Pendant, 0.60 TCW",1606.5,2295.0,14K Gold,Rose,Round Diamond 0.58,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Rose Gold Espresso, White and Blue Diamond Flamingo Pendant, 0.29 TCW",1396.5,1995.0,14K Gold,Rose,Round Diamond 0.29,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Emerald and Diamond Owl Pendant, 0.18 TCW",1015.0,1450.0,14K Gold,Yellow,"Round Emerald 0.08, Round Diamond 0.1",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.15 TCW",1015.0,1450.0,14K Gold,White,Round Diamond 0.15,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Vertical Pendant, 0.14 TCW",945.0,1350.0,14K Gold,Yellow,Round Diamond 0.14,,"2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond Crescent & Star Necklace, 0.09 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.09,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Confetti 14K Gold Espresso, Black & White Diamond Pendant, 1.65 TCW",3815.0,5450.0,14K Gold,Rose,Round Diamond 1.65,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Espresso 14K Yellow Gold Diamond Filigree Pendant, 1.04 TCW",3496.5,4995.0,14K Gold,Yellow,"Round Diamond, Round Cognac Diamond ",,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K Yellow Gold Sapphire & Diamond Wave Pendant, 0.49 TCW",1575.0,2250.0,14K Gold,Yellow,"Round Blue Sapphire 0.29, Round Diamond 0.2",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Yellow Gold Black Diamond and Emerald Pendant, 0.44 TCW",2796.5,3995.0,14K Gold,Yellow,"Round Black Diamond 1.06, Round Emerald 0.08",,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 5.71 TCW",3080.0,4400.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 5.43, Round Diamond 0.28",,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K 2-Tone Gold Diamond and Emerald Necklace, 1.27 TCW",8260.0,11800.0,14K Gold,Yellow and White,"Round Diamond 1.17, Round Emerald 0.1","18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Yellow Gold Tanzanite & Diamond Pendant, 0.72 TCW",595.0,1150.0,14K Gold,Yellow,"Trillion Tanzanite 0.66, Round Diamond 0.06",,"0.63""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K White Gold Blue Diamond Mini Panther Necklace, 0.37 TCW",1886.5,2695.0,14K Gold,White,Round Blue Diamond 0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Fresh Water Cultured Pearl 18"" Necklace",195.0,225.0,14K Gold,Yellow,Pearl,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Tanzanite and Diamond Pendant, 1.73 TCW",2656.5,3795.0,14K Gold,Yellow,"Trillion Tanzanite 1.52, Round Diamond 0.21",,"15/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Star of David Pendant, 0.05 TCW",626.5,895.0,14K Gold,Yellow,Round Diamond 0.05,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K White Gold Multi Sapphire & Diamond Pendant, 5.70 TCW",3080.0,4400.0,14K Gold,White,,,,,,,,,,,,,,Chain Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Sapphire & Diamond Turtle Pendant, 0.99 TCW",895.0,1595.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 0.98, Round Diamond 0.01",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ocean Bleu 14K Yellow Gold Blue Topaz and Diamond Pendant, 6.09 TCW",1186.5,1695.0,14K Gold,Yellow,"Pear Blue Topaz 5.9, Round Diamond 0.19",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Yellow Gold Pave Diamond Crab Pendant, 0.21 TCW",1116.5,1595.0,14K Gold,Yellow,"Round Diamond 0.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Swirl Pendant, 0.89 TCW",1536.5,2195.0,14K Gold,White,"Trillion Tanzanite 0.66, Round Diamond 0.23",,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Purple Amethyst and Diamond Pendant, 2.40 TCW",1155.0,1650.0,14K Gold,Rose,"Round Amethyst 2.33, Round Diamond 0.07",,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond V Maze Pendant, 0.62 TCW",1875.0,3750.0,14K Gold,Yellow,Round Diamond 0.62,,"1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Gemma 14K Rose Gold Natural Ruby and Diamond Pendant, 4.19 TCW",4476.5,6395.0,14K Gold,Rose,"Round Diamond 1.24, Multi Shape Ruby 2.95,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Pendant, 0.43 TCW",1746.5,2495.0,14K Gold,Yellow,Round Diamond 0.43,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Rose Gold Diamond & Tsavorite Panther Pendant, 0.11 TCW",1046.5,1495.0,14K Gold,Rose,"Round Diamond 0.07, Round Tsavorite 0.04",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Pendant, 0.36 TCW",1956.5,2795.0,14K Gold,White,Multi Shape Diamond 0.36,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Cross Pendant with Sapphires, 5.50 TCW",1886.5,2695.0,Sterling Silver & 18K Gold,Yellow,,,,,,,,,,,,,,Chain Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Starfish Pendant,2376.5,3395.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 4.12, Round Diamond 0.19",,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Maze Pendant, 1.25 TCW",3006.5,4295.0,14K Gold,Yellow,Round Diamond 1.25,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Cross Pendant, 2.63 TCW",2306.5,3295.0,14K Gold,White,"Square Multi Sapphire 2.4, Round Diamond 0.23",,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Two Tone Gold Tanzanite and Diamond Pendant, 2.37 TCW",2525.0,5050.0,14K Gold,Rose and White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.28",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Rose 14K Rose Gold Diamond Drop Pendant, 0.45 TCW",1715.0,2450.0,14K Gold,Rose,Round Diamond 0.45,,,,"1.3""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Multi Color Cultured Fresh Water Pearl Necklace,556.5,795.0,14K Gold,Yellow,Round Pearl,,,,,,,,,,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 7.19 TCW",10150.0,14500.0,14K Gold,Yellow,"Baguette Multi Sapphire 5.68, Round Diamond 1.51","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Palm Tree Necklace, 0.23 TCW",1186.5,1695.0,14K Gold,Yellow,Round Diamond 0.23,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Rose Gold Multi Sapphire & Diamond Parrot Pendant, 1.23 TCW",1396.5,1995.0,14K Gold,Rose,"Multi Shape Multi Sapphire 1.08, Round Diamond 0.15",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire Diamond Seahorse Pendant, 0.71 TCW",795.0,1495.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 0.98, round diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire  & Diamond Necklace, 0.95 TCW",1715.0,2450.0,14K Gold,Yellow,"Round Multi Sapphire 0.8, Round Diamond 0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Pendant, 2.59 TCW",1505.0,2150.0,14K Gold,Yellow,"Oval Opal 1.4, Round Diamond 1.19",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
